0	Do beverages of the flowers of Hibiscus sabdariffa affect the excretion of diclofenac?
1	Does hibiscus sabdariffa affect diclofenac excretion?
2	Does Hibiscus sabdariffa beverage interfere with diclofenac excretion in humans?
3	What were the results of this study?
4	What plant flower is used as a source for beverages?
5	Does the preparation of beverages from the dried calyx of the flowers of Hibiscus sabdariffa reduce the excretion of diclofenac?
6	Do drinks made with Hibiscus Sabdariffa reduce the excretion of diclofenac?
7	What was the amount of diclofenac excreted from the volunteers?
8	What are the possible reasons for diclofenac over-excretion after drinking Hibiscus sabdariffa?
9	Which beverage did reduce the amount of diclofenac excreted by 81% after three days of treatment?
10	What is the optimal diet for women with polycystic ovary syndrome?
11	Which foods have a low glycaemic index?
12	What is the optimal diet for women with polycystic ovary syndrome?
13	What is the optimal diet for women with polycystic ovary syndrome?
14	What are the dietary issues involved in the management of polycystic ovary syndrome?
15	What does the paper recommend?
16	How does PCOS link to diet?
17	What is the optimal diet for polycystic ovary syndrome?
18	What is the optimal diet for women with polycystic ovary syndrome?
19	Is more research needed in the management of polycystic ovary syndrome?
20	What does the literature say about hydrogen peroxide?
21	How long did the children spend in the hospital after ingestion of hydrogen peroxide?
22	What was the case in this paper?
23	How can an exposure to hydrogen peroxide 3% result in GI injury?
24	What symptoms may occur after an acute exposure to hydrogen peroxide?
25	How long is the period that this study covers?
26	What was the age at first exposure?
27	When and how was the case presented?
28	What are the clinical outcomes of hydrogen peroxide 3% ingestion?
29	What is the normal symptom following hydrogen peroxide 3% ingestion?
30	What temperature range was tested in the study?
31	What is the kinetic model used to determine the stability of amla during cooking?
32	What is the difference in the kinetics of ascorbic acid degradation in amla and in pure ascorbic acid solutions?
33	What is the activation energy for ascorbic acid degradation in amla?
34	Is the temperature dependence of ascorbic acid degradation adequate for modeling?
35	What is the activation energy in kcal/mol for the degradation of ascorbic acid?
36	What was the activation energy of the degradation of ascorbic acid in amla?
37	What is the activation energy for ascorbic acid degradation in amla?
38	What is the order of ascorbic acid degradation in amla?
39	What temperature range was ascorbic acid degradation studied?
40	Which is the phthalate that is 5 to 10 times higher in dust samples from Albany than those from the Chinese cities?
41	Why are phthalate esters ubiquitous contaminants in the indoor environment?
42	What are the major sources of human exposure to phthalate esters?
43	Why is DEHP less found in Chinese cities and higher in the USA?
44	This paper discusses the concentration and profiles of nine phthalate esters in indoor dust samples from six cities in China, as well as samples collected from the Albany, New York, USA. Which of these is not a phthalate ester?
45	What is the main source of exposure to DEHP in China?
46	What was the daily intake of DEHP in China?
47	Which phthalate ester were levels of at the highest in dust from USA and China?
48	What are the main sources of human exposure to DEHP?
49	What is the largest source of DEHP exposure in the US?
50	What was the cause of the abdominal pain in this patient?
51	How were the diverticula discovered?
52	What is the diagnosis of the patient presented in the article?
53	The patient presented with a painful abdomen, what was the diagnosis?
54	What are Jejunal diverticula?
55	How is the case described in the paper?
56	What was the presentation of the diverticula?
57	What is the usual symptom that jejunal diverticula present with?
58	What may happen when you get ileal diverticula?
59	What symptoms could jejunal diverticula have?
60	Do leg veins of healthy patients and patients with varicose veins respond differently to pressure increase?
61	Does the study conclude that squatting is the cause of varicose veins?
62	When increased intra-abdominal pressure causes varicose veins, is it better to sit or squat?
63	Can pressure rise in leg veins be due to squatting or sitting?
64	Why are varicose veins a result of pressures exerted on the veins from sitting and squatting?
65	Does increasing intra-abdominal pressure cause varicose veins?
66	Was squatting any better than sitting in preventing transmission of intra-abdominal pressure to the leg veins?
67	What is an example of when squatting is ineffective in preventing transmission of intra-abdominal pressure to the leg veins?
68	What is the main point of the study?
69	What was the result in the subjects that showed varicose veins?
70	How many in percent had a regular 24 hour cycle?
71	What was the gender of people that participated in the study?
72	What were the results of the study?
73	What is the normal stool types?
74	Which is not a valid bowel habit: once daily, twice daily or thrice daily?
75	How many people had a regular 24 hour bowel cycle?
76	What is the range of stool types and bowel habits?
77	The most common bowel habit was once daily, but this is the minority practice in both sexes?
78	How common is normal bowel function?
79	What does the article describe as the "norm" stool types for each sexe?
80	Which diet predictor has a stronger impact on the serum insulin concentrations?
81	What was the best predictor of fasting insulin in the study?
82	Which of the following was not statistically significant: Body mass index, saturated fatty acid intake, or body fat percentage?
83	Which is a significant independent predictor of fasting insulin and postprandial insulin?
84	How do body mass index, abdomen-hip ratio, and saturated fatty acid intake affect fasting insulin?
85	What is the independent relationship between fasting insulin and saturated fatty acid intake?
86	What three factors independently predict fasting and postprandial insulin concentrations?
87	Was abdominal obesity independent of body mass index and diet saturated fatty acid intake as predictors of insulin concentrations?
88	Are fasting and postprandial insulin concentrations independently associated with overall adiposity, abdominal obesity, and dietary intake?
89	What is the body mass index of the group studied?
90	What are some of the earliest diagnostic tests of potential multiple myeloma?
91	What is a clinical MGUS subtype?
92	Which type of precursor is most closely related to the development of myeloma?
93	What is monoclonal gammopathy of undetermined significance?
94	What subtypes are considered distinct clinical MGUS?
95	Which clinical MGUS subtype has unique intermediate stages and progression events?
96	Which clinical MGUS subtype has the highest recurrence rates?
97	What kind of predisposition is needed in order to turn MGUS into multiple myeloma?
98	What clinical subtypes of MGUS have been defined?
99	What type of subtype of MGUS is characterized by unique intermediate stages and progression events?
100	How did the study aim to show the effectiveness of a vegan diet on rheumatoid arthritis patients?
101	What is the faecal flora change in relation to the diet?
102	How does the vegan diet change the faecal microbial flora in patients?
103	What is the effect on the faecal microbial flora induced by the diet?
104	What dietary regimen was used in the experiment?
105	What faecal flora changes are observed in the test group?
106	what is the rheumatoid arthritis?
107	Were faecal flora changed by a vegan diet?
108	What type of animals are included in the animal control?
109	Is a vegan diet that increases intestinal microbiota associated with decreased disease activity in rheumatoid arthritis patients?
110	Why is consumer concern over the quality and safety of conventional food growing?
111	Generally, which type of food has higher contamination levels, organic or conventional?
112	In this paper, what did they say about the safety of organic food?
113	In what ways are organic food and conventional food different in terms of contaminant levels?
114	What is the main reason consumers opt for organic foods?
115	Do organic and conventional foods contain different levels of contaminates?
116	What are the food hazards?
117	With respect to environmental contaminants, what can be expected?
118	What are some factors which speak in favor of organic food?
