0	'Don't call me Toby:' The story of the slave who fought back
1	'Don't call me Toby': The story of the slave who fought back
2	Toby: The Story Of The Slave Who Fought Back
3	'Don't call me Toby:' The story of the slave who fought back
4	The story of the slave who fought back at his masters
5	'Don't call me Toby:' The story of the slave who fought back
6	The story of the slave who fought back
7	'Don't call me Toby:' The story of the slave who fought back by NPR
8	The story of the slave who fought back
9	'Don't call me Toby:' The story of the slave who fought back
10	Man, toddler shot, feet away from each other
11	Man shot, feet from his toddler in #Dallas (Video)
12	Man shot, feet away from his toddler in Dallas
13	Live Report: Father, Toddler Shot at Park
14	Man was shot, feet away from toddler
15	Man shot, feet away from his toddler
16	Man Shot, Toddler's Father's Heartbreak, Dallas &lt;b&gt;...&lt;/b&gt;
17	Man Shot at Park in Dallas Moments Away From Toddler
18	Live: Man shot near toddler in #Dallas
19	Man shot feet from his toddler in #PleasantGrove #Dallas
20	Hong Kong Jockey Club sets record HK$3.87 billion charity donation
21	Hong Kong Jockey Club donates $3.87b
22	Charity donations hit record HK$3.87 billion
23	Jockey Club #39;s charitable donations hit record
24	Jockey Club donates record HK$3.87 billion
25	Charity donations hit record for Jockey Club
26	Charity donations hit record at Hong Kong Jockey Club
27	HK Jockey Club's charitable donations hit a record HK$3.87 billion
28	Hong Kong Jockey Club donations hit record HK$3.87 billion
29	Hong Kong Jockey Club's charitable donations hit record HK$3.87bn
30	New 'Bourne' Movie Enlists Vincent Cassel as Villain
31	New 'Bourne' Movie Enlists Vincent Cassel as Villain u00a3u00a3u00aa
32	New 'Bourne' Movie Enlists Vincent Cassel as Villain
33	New 'Bourne' Movie Enlists Vincent Cassel as Villain
34	New 'Bourne' Movie Enlists Vincent Cassel as Villain
35	'Bourne' Movie: Enlists Vincent Cassel as Villain
36	The New 'Bourne' Movie Enlists Vincent Cassel as Villain
37	New 'Bourne' Movie Enlists Vincent Cassel as Villain
38	New 'Bourne' Movie Enlists Vincent Cassel as Villain : The Two
39	New 'Bourne' Movie Enlists Vincent Cassel as Villain
40	Justin Bieber: 'One more. Last one.'
41	'The Twilight Saga' star says he has lost 25 pounds
42	Another tweet from the man who brought us the latest #SpyPics
43	Aliens, monsters and a whole lot of cheese
44	Axel Foulkes' New Track 'Each Time'
45	Tweet: Obama on CNN
46	Justin Bieber Tweets 'Finally' About His First 'Single'
47	Twitter Gets Real - The Last Tweet (Spyder)
48	Justin Timberlake Posts Final &lt;b&gt;...&lt;/b&gt;
49	I'm Going To Be A Mommy
50	#ZTE to launch laptop in China - TechHive
51	Chinese firm 'Xiomi' considers laptops
52	Xiomi considers a laptop
53	More pressure in already tough PC market... Chinese success story
54	The Changing Landscape Of Laptops
55	More pressure in already tough PC market...Chinese success story @Xiomi considers intro laptops (@business)
56	China’s Xiaomi Considers Introduction of Laptops
57	China's 'Saying No' to Laptops
58	The China That Never Was
59	More pressure in already tough PC market... Chinese success story @Xiomi considers intro laptops via @business
60	'FBI Chief' Says ''Our Lives Are Worth Saving'' : The Two
61	How to contribute to memorial funds for WDBJ
62	Contribute to Alison Parker and Adam Ward Memorial Funds
63	How to Contribute to WDBJ Memorial Funds
64	How to Contribute to #WDBJ Memorial Funds (Updated)
65	Memorial Fund for WDBJ Reporters Alison Parker and Adam Ward (Updated)
66	Here's how to contribute to memorial funds for #WDBJ's Alison Parker and Adam Ward
67	Memorial Funds for WDBJ 7 Reporters (WDBJ7)
68	How to contribute to WDBJ memorial funds
69	How to contribute to memorial funds for #WDBJ #AlisonParker #AdamWard
70	Message From #Québec's Mayor, #elxn42
71	#elxn42: Régis Labeaume (@LabeaumeQ) on Twitter
72	Is Québec ready for #elxn42? | Montreal Gazette
73	elxn42 @elxn42
74	#Elxn42 in Quebec
75	PM Libby Martin meets with Quebec Mayor in Montreal
76	Obama met with Quebec's Mayor
77	Mayor Of Québec's Meeting With #QuebecMayor #elxn42
78	I had a productive meeting today with the Mayor of Québec, Régis Labeaume.
79	Obama meets Quebec Mayor
80	Don Lemon and CNN on Twitter
81	Don Lemon's tweets in a nutshell
82	Don Lemon on Twitter: 'Bootylicious'
83	#DonLemon: The best tweets from the #FreshGrass conference
84	Frigging &lt;b&gt;...&lt;/b&gt;
85	Frigging Twitter
86	RT @DonLemon: You will go scott-free! Then I can take a picture of it
87	Don Lemon Frigging Resigned From Showbiz, Resigned For His Idiot
88	Don Lemon's Tweet Of Leaving Fox News Will 'Shock' You
89	'Don Lemon trolled' over twitter
90	#Springboks go to #RWC after court challenge
91	South African Springboks get go-ahead for Rugby World Cup after court challenge
92	Springboks get 'go-ahead' to play in RWC after ANC challenge
93	ANC withdraws #Springboks court challenge against #RugbyWorldCup
94	Springboks Can Go To Rugby World Cup After Court Challenge
95	'The Springboks got the go-ahead to compete in the Rugby World Cup'
96	SA Rugby get go-ahead for World Cup - Independent Online
97	Springboks Get Clearance For RWC
98	Springboks cleared to play at World Cup
99	Springboks given all-clear for World Cup
100	ECB policy meeting to focus on inflation
101	Low inflation back in focus at #ECB policy meeting
102	Inflation back in focus at ECB policy meeting
103	ECB's Inflation back in focus at policy meeting
